SUMD ID,GPS Latitude,GPS Longitude
Powered57dd1a73-94e8-55ee-b8e5-91858ced186f,36.1498,-86.78
Powered581a2464-b7ea-5d81-b4e1-4507bc3cd51f,36.12,-86.7532
Powered582f6e4f-8193-504c-b8ba-d7223efee31d,36.12,-86.7531
Powered58a4a8cb-34be-5d50-b246-6a5c626cd1e4,36.1539,-86.7843
Powered58c9198a-70c7-5c79-bc43-0b67c6ecbf9f,36.1586,-86.777
Powered58d0b0a4-54e1-5bee-b164-7a2d027d5296,36.12,-86.7533
Powered58d12124-c48e-5574-bd4f-b9dcb77cdfcb,36.12,-86.7533
Powered591a389a-faa7-5ac9-8112-31a63f3fe84e,36.1649,-86.7999
Powered59244511-559b-5db2-942d-19e0b5ee3b43,36.1777,-86.7845
Powered5924c12d-4359-51c2-aae1-d7e1b7df92d1,36.12,-86.7533
Powered593ee8e4-5abc-5fb2-87b8-660b200d47c0,36.1484,-86.7987
Powered5952cee5-a4f1-5b52-b7b8-c16cf056b609,36.1201,-86.7534
Powered59b2f872-2175-5473-9f14-835235178c96,36.1515,-86.8045
Powered59d1d349-9ef0-5799-ad85-c892efbfead2,36.1202,-86.7533
Powered5a5964d9-2247-5e6b-bbb7-87479697259a,36.12,-86.7533
Powered5a681baf-2c6d-5da9-87e4-682e3b6c580b,36.1753,-86.7879
Powered5a745e72-f69d-5123-82cc-d829263f1e23,36.1681,-86.7557
Powered5a78e8cb-f1b2-567e-ad4f-840936fe1526,36.1199,-86.7535
Powered5aa93dc5-5e5c-5723-9c37-12f1784a0fc4,36.1565,-86.7882
Powered5aaa9e66-3e2c-532d-acab-338cc03036fe,36.1345,-86.8042
Powered5aaca699-926a-5349-a970-16ad788f4427,36.1202,-86.7534
Powered5ab2e082-ff47-583c-9edd-eaed82fa0ffd,36.1203,-86.7534
Powered5b0fb6af-4093-54ca-abbc-0f05613aa192,36.1196,-86.7536
Powered5b1a0b08-0e8f-5dd0-bca7-03e9ed31224d,36.1199,-86.7532
Powered5b2fa3ad-b1ed-5932-8bf8-cf57bcff123f,36.1202,-86.7534
Powered5b337266-7888-5876-8bd3-588eb7ab3ac5,36.1199,-86.7534
Powered5b5bb847-647f-51af-abb6-7097b1264a64,36.1196,-86.753
Powered5b7a56f9-9f22-5580-abce-716a100f2007,36.1201,-86.7536
Powered5bc9cb70-2421-57ff-b3a9-07ab6b415968,36.1649,-86.7798
Powered5c324801-868f-5a0d-841e-701b9abd6f68,36.1201,-86.7534
Powered5c51177a-d440-5c8c-bba9-1427b3a24e89,36.1573,-86.7702
Powered5c8d56de-96fc-5a79-804a-ab71c1381d99,36.1201,-86.7532
Powered5cb9e8f4-9ee7-55dc-a821-4e335a040337,36.1198,-86.753
Powered5cc18fee-75f6-5e93-a2d2-173d7de2f6fa,36.1658,-86.7778
Powered5ce2cc0b-b571-5314-9a6f-4742c9962a72,36.0804,-86.7965
Powered5ce3403c-1cfd-54fa-aadf-311b95d1fefb,36.1647,-86.777
Powered5d02ed85-301a-5867-a910-f34c7d0e869e,36.1198,-86.7535
Powered5d2c0e83-363e-5782-95b0-362a0484be20,36.1201,-86.7533
Powered5d2c9bfb-d647-57a9-ae65-c3449cb4571d,36.1527,-86.7847
Powered5d3acc9d-ebda-5299-8183-3a615c70a6a1,36.12,-86.7534
Powered5daa718f-1e25-51ec-8ef3-7c6c5c2f441a,36.1583,-86.7901
Powered5e5305f9-f750-5a2c-8b73-0d4b1f24a215,36.1519,-86.7798
Powered5e5d7552-0f2f-5ae0-afc6-a0909a45689a,36.1202,-86.7534
Powered5e8ea889-5e6e-5eff-9177-746eab2ed716,36.1626,-86.7713
Powered5e931f28-28f3-5404-9395-52e810193e72,36.1201,-86.7533
Powered5e98bc6e-99d7-5f8b-8bde-c59c289591c4,36.1199,-86.7533
Powered5eb33be1-49b8-5e96-a96c-0b7a6e9948c2,36.1521,-86.7842
Powered5eb54f06-6513-5e76-8453-e16a3f63dae7,36.1201,-86.7536
Powered5eb729d1-e0e2-5698-8721-8e46146fa16f,36.1198,-86.7533
Powered5ec54073-1cda-57cf-8cda-25ed421fc20f,36.12,-86.7532
Powered5edd71e5-feb5-56cf-bbed-eaa66a15981d,36.1204,-86.7535
Powered5f373d3d-4dac-5be5-a518-d15635fc52e6,36.1199,-86.7535
Powered5f384fdc-d722-5463-b45e-70b76ac34d7c,36.1199,-86.7535
Powered5f485e31-fe90-54d4-8b44-c5231c7edd8d,36.1561,-86.7353
Powered5f672e9b-4d0a-5529-bba6-e40c4ec1d940,36.1515,-86.7958
Powered5f679e17-76de-5e15-b680-8656672f6757,36.1908,-86.8175
Powered5f76db48-1161-5629-ab03-bc03b1a1b7c8,36.1808,-86.7872
Powered5f9d408e-2de6-5fa2-be2d-3632adce96ba,36.1198,-86.7531
Powered5fa4dded-0d1a-5b87-9306-022428813338,36.1448,-86.8132
Powered5fad3e3c-eb02-5da6-9124-d8df45bac5c1,36.1437,-86.7917
Powered5fb7615d-f6e7-51ea-8d47-1c219a6cd0b2,36.1547,-86.7765
Powered5fb8e47f-d8bf-5276-a7ee-07c5cbede466,36.1198,-86.7528
Powered5fd51920-d0d4-5884-864f-553c146a6dde,36.1636,-86.7976
Powered5fd74762-4226-5602-b0e9-51146901f8af,36.1538,-86.7846
Powered5fdfcb90-bc20-557c-9dc0-5eb8905ef0a9,36.1204,-86.7531
Powered5fee5c6f-a2b3-5d38-b906-8ba403a6121d,36.154,-86.7846
Powered60062a24-ccff-5cc5-ba1b-a01035353b8c,36.1201,-86.7533
Powered6019176b-1eeb-5283-b354-981947c222f6,36.1591,-86.7775
Powered603ec49c-b270-5eee-ad97-e2d0c7bdc0e0,36.1201,-86.7535
Powered606b2e9e-95d8-5a6b-8c4d-a980489ef8e9,36.1355,-86.8009
Powered6082827e-7d2e-54f0-af11-7ad4eecb9202,36.1201,-86.7534
Powered6099b7fa-fbf0-578e-bde6-2464d47548f8,36.12,-86.7532
Powered60a2e547-21b3-53e0-b901-f2071ea570f4,36.1194,-86.7539
Powered60a87453-1270-599f-9b33-054c3973be56,36.1561,-86.7846
Powered60f3efa7-61be-584a-8c17-58d466376a36,36.15,-86.7793
Powered6104f276-a37c-50ce-b9fd-88d55c77ce7e,36.1496,-86.798
Powered610afc7d-6cfe-53eb-ad2f-b63533c0a67b,36.1198,-86.7532
Powered6148d4a1-4cc7-54e5-be59-3bd87d4e6cd9,36.1538,-86.7843
Powered615ab0b5-0930-5c2f-b757-76dc613f3029,36.1458,-86.7977
Powered61715b9d-e0fc-5586-9bb3-79a1a3f2987d,36.1202,-86.7533
Powered6178af63-d676-5b98-b50c-476a295c7629,36.1203,-86.7535
Powered61827eb2-3522-54ec-acb5-b16be8d1741e,36.1198,-86.7529
Powered61873315-3b72-5000-a836-e0aaf0fae398,36.1196,-86.753
Powered618c742b-f4de-5fa3-9599-746ab84f5b2f,36.1459,-86.8117
Powered61a23c7e-f7b8-51ea-ac75-f719470489d7,36.1524,-86.8016
Powered61daed41-4236-5f2a-b88a-622d94991014,36.1581,-86.7893
Powered61f29e0c-a351-55b4-879f-b2be89221570,36.12,-86.7535
Powered622db009-3c66-5143-87c6-0fde84530077,36.1204,-86.7532
Powered62766ae3-4982-572d-bd36-98a5c8a5dea5,36.1197,-86.7533
Powered62b37972-a226-557b-a5ee-9381b1e518b1,36.1199,-86.7534
Powered62ec26a1-b9a2-5f1d-80e5-932d784cceee,36.12,-86.7536
Powered63116fc8-eea0-56e5-b154-dc4929f8da6d,36.1346,-86.8042
Powered6342d9b7-0828-55cc-9c30-adb18231dd46,36.1202,-86.7536
Powered63474859-66aa-5309-aa1d-ab2fc98189f8,36.1199,-86.7532
Powered6370b549-4f88-5f90-a17a-fae244910f5e,36.1452,-86.8063
Powered639616aa-1931-50ae-9ae9-042b743bd8ea,36.1627,-86.7747
Powered63b49131-89a6-59a4-b060-2cca20219149,36.1364,-86.7885
Powered63bb1f08-7102-593f-9462-4480d185a7a5,36.1198,-86.7534
Powered63f33773-3f1e-5a0e-9b18-7fef67fc5a4f,36.1497,-86.7696
Powered643a88e8-b013-5eac-933d-95915a684dc1,36.12,-86.7536
Powered646ac9cb-e4ec-5922-86d3-b336734259a3,36.12,-86.7533
Powered6488aa3d-f69a-5c97-b9c5-049da6e660f5,36.1197,-86.7534
Powered64c2e75a-57f2-5e59-b805-41add753d02c,36.1526,-86.7948
Powered64cdb71d-a9e3-5a60-8a18-869bfbc59f85,36.1547,-86.7847
Powered6509386a-17e2-5409-8e43-f5598d4c1e88,36.1198,-86.7536
Powered657207b0-c33c-5836-afa4-0acc6c4d30a5,36.12,-86.7533
Powered65722b87-5c21-58aa-abf0-1c1367908b66,36.1198,-86.7532
Powered65a406d9-4623-58be-a2d4-5fada4d7f693,36.1548,-86.777
Powered66039090-df59-5956-8c4b-c9255cb56351,36.1201,-86.7531
Powered6604d257-a816-59fb-a88f-9950951a5861,36.1659,-86.7692
Powered66174341-6020-5821-9a7c-cd14ffafa4a5,36.1201,-86.7535
Powered662fd621-b3e1-519a-8d20-c17958abf927,36.1614,-86.7764
Powered662fd89d-cfbc-5ccd-854d-14e46de48609,36.1199,-86.7534
Powered6636bff6-9938-5da1-b8be-a19baab826a9,36.1637,-86.7976
Powered665b3367-329b-56bb-a657-08c9fa2ad5c6,36.156,-86.7955
Powered668c7d26-0304-5a2b-b6ca-84491aa95e91,36.1545,-86.7769
Powered66a21bb4-9981-506f-a392-4b6263bf79e1,36.1201,-86.7531
Powered66aaf79d-46da-5c4c-b4d6-16c85e5d38de,36.1434,-86.7484
Powered66ea313a-66db-52ac-9b42-3ad5751a3a12,36.1484,-86.7929
Powered66ef5387-a8b2-56b7-81ad-6cd7b00096c5,36.1538,-86.7842
Powered66f34249-3fb9-5162-b52f-1508828de040,36.1201,-86.7531
Powered672f5fc6-9b4e-5f55-91c2-d4ca65da5d27,36.1504,-86.8031
Powered673dfa29-fe13-59ac-9013-14be7527587b,36.1622,-86.7793
Powered67496007-1c0c-55b6-ac34-6356232cd2d6,36.1199,-86.7535
Powered67516f1e-0533-5a6a-955f-24b14584306c,36.1199,-86.7531
Powered675c4a66-1307-5724-b7d2-eb43d17d87fb,36.12,-86.7534
Powered6769f8f3-d1ec-5d79-a113-b1d42c16ccc0,36.1321,-86.904
Powered67a843c9-fef3-5aab-b2d1-054c9e1334b6,36.1626,-86.7823
Powered67a9d1a9-f305-5384-b8c3-8ff059f469a6,36.1199,-86.7532
Powered67c2f4ea-b6a9-5e50-9cd0-683ffc3000e2,36.1199,-86.7533
Powered67cd2001-78c8-563d-97ba-e87cd7bf5085,36.12,-86.7528
Powered67f7652d-8382-5ae9-ac3f-834f7db3532a,36.1202,-86.7535
Powered687087d8-7422-5530-b144-676275627092,36.1197,-86.7529
Powered688aba19-329a-5250-8f40-b38a6bb3ab56,36.1202,-86.7533
Powered68a063f8-9f25-50c6-9c4d-08c7c914df86,36.12,-86.7536
Powered69321b52-8114-5c09-a3f2-bf57c3069c14,36.1201,-86.7536
Powered6951c0aa-b87e-5796-bfec-eb10d1ebd937,36.1198,-86.7534
Powered695c94e7-4c36-5554-a681-3884957ce008,36.1457,-86.7875
Powered697614d1-d474-5c0d-84d9-bdca58895db9,36.1199,-86.7536
Powered69d86e16-3dff-5d9e-8520-e2e4b493a6aa,36.1506,-86.7961
Powered6a09907c-6a65-56b1-9520-6b6c1eddb076,36.1589,-86.7794
Powered6a3444f7-ab90-534e-b5ce-513bbd1444b4,36.1642,-86.7818
Powered6a5799d4-e63a-5d5a-a364-ec5f7f3b752d,36.1486,-86.8071
Powered6a6404b6-ce7f-5500-b950-3e27ea6940b4,36.1452,-86.7803
Powered6a7bd0a8-d814-58b2-922d-cd16b188bdf1,36.1201,-86.7535
Powered6b699c10-8a4d-5794-92bf-035ed2805b88,36.1199,-86.7531
Powered6b908f15-46bb-5df7-8ed7-3d93569e3505,36.1199,-86.7534
Powered6b979c97-7392-599b-878b-39f2dff665c0,36.1199,-86.7535
Powered6bb1818f-82cf-568c-85bd-69ca5adf8eed,36.1627,-86.7767
Powered6bdfed90-d6f0-5bd7-93ae-acd8c424edd0,36.1754,-86.7649
Powered6c1b5cb3-43c6-538e-9191-ed9284a59c2c,36.1558,-86.7744
Powered6c6787b5-51fe-59fa-b7ad-b4c690545562,36.1531,-86.7756
Powered6cb1282f-2c28-59b1-a256-c1451a18c112,36.1199,-86.7536
Powered6cf9cc4d-8d67-5c3c-98a6-0d3ee7d20fea,36.1649,-86.7949
Powered6cff6c71-7a2f-55ce-9729-25e51fbad64a,36.1582,-86.784
Powered6cff8f75-a292-5e6c-b71f-4529e4a58237,36.1201,-86.7535
Powered6d15c3e0-3238-59e6-b212-e5cc81251f2e,36.12,-86.7533
Powered6d1fe33b-9786-5b8e-9d9d-b11beb1fccae,36.1501,-86.7965
Powered6d20af36-16fe-5c6a-8baa-f2d590353f1d,36.1199,-86.7529
Powered6d34a7b6-c8a0-5a21-9d77-a43ad18978e0,36.1197,-86.7541
Powered6d713a97-9fa3-5af5-ab16-f0a1da6d88f1,36.1202,-86.7534
Powered6d75f444-ac35-533e-b82a-09b711d5a0f4,36.2043,-86.8746
Powered6d7a64cc-94e9-592f-bee1-0be51464f25b,36.1529,-86.7989
Powered6db51664-3d61-57d3-97f5-0f0be00e2add,36.1642,-86.7861
Powered6df991cf-1cd6-5a72-85b3-130f192458f8,36.1459,-86.8117
Powered6e0cd42f-7ad1-5ff0-b617-71c7ffc8a81c,36.1199,-86.7532
Powered6e240901-4e45-5899-a776-261200806354,36.1198,-86.7536
Powered6e3be21e-b580-5a93-88c8-ffea8ad26b32,36.1202,-86.7535
Powered6e8b5829-e580-5a6f-b26a-10f9d586b75b,36.1199,-86.7534
Powered6e8ff7a4-4a3d-5050-94b2-fc52a58cad7b,36.1201,-86.7532
Powered6ec03c6c-bbd7-5a20-b7bb-8a2423be50ad,36.12,-86.7534
Powered6ee8aaaf-a346-58b1-b81b-d210dbd990eb,36.1203,-86.7533
Powered6f0f912d-544b-50a4-9e3b-9f101727636f,36.1201,-86.7532
Powered6f275859-55ce-503d-bb5f-35b0e2c953dc,36.1199,-86.7537
Powered6f360536-4907-57e9-a3df-0108b72fc178,36.12,-86.7535
Powered6f54896a-d253-5cce-8189-489a67ce143f,36.1198,-86.7534
Powered6f69ba2d-51d3-5ca0-b14a-66a2be54d420,36.1651,-86.7757
Powered6f889e9e-4b1e-56a7-88aa-9a17e61880b9,36.12,-86.7533
Powered6f8abacc-9ac1-50c0-949a-ec13c8efd31b,36.1509,-86.7965
Powered6fa7f6df-a5d7-5c89-8684-8347b2f1bc06,36.1198,-86.7535
Powered6fae47d2-712f-5d8c-8b85-1210b1e5853c,36.12,-86.7534
Powered6fd933d5-2793-5119-b833-7f426967a9c1,36.1199,-86.7535
Powered6fed0b8e-89da-553d-90ec-c96e4996d093,36.1204,-86.7532
Powered7034fdbc-9abe-56a1-9c9f-ac79c4263810,36.1199,-86.7533
Powered7038f9f7-7285-5a3d-8635-df97d6c53c73,36.1199,-86.7535
Powered704734f9-280d-5039-be18-740549fa67a4,36.12,-86.7529
Powered709c267a-5d7e-5a78-9147-ad3adc147ce4,36.1479,-86.7577
Powered70b64c32-203a-5fbd-8d00-2f115de5e372,36.1549,-86.7769
Powered70e93b4e-0895-59ac-b16d-1b53f04c1dc3,36.12,-86.7535
Powered70f1584c-7509-555a-ba13-d33e9c2a1b39,36.1543,-86.7844
Powered71197339-781f-5d45-b3e6-3fca37d64210,36.1197,-86.752
Powered7125c04f-bb3e-5642-974f-ac023a905a88,36.1484,-86.799
Powered7176b491-6768-5575-853e-7eb1d195c9e5,36.1198,-86.7532
Powered7179eba6-2522-5423-b6c8-7c6b74ce00f6,36.1199,-86.7535
Powered71b2cda6-7252-5a2e-8758-a9ba865fde1d,36.1199,-86.7535
Powered71b585a8-11c5-54bc-b097-413b74ec95e0,36.12,-86.7532
Powered71fa5e4f-1e17-54c4-936d-330df38cc2fa,36.1201,-86.753
Powered72306de9-5988-5be1-9bb1-d207189f6b32,36.1199,-86.7536
Powered72522607-db29-5633-a28d-2533c71ba071,36.1497,-86.7801
Powered725be631-64e2-5cbf-941c-9b3d27031b53,36.1198,-86.753
Powered72839f71-6cd6-5292-8540-64e768633430,36.1201,-86.7532
Powered72b69b18-a03a-564b-9140-10ee91ec36d1,36.1198,-86.753
Powered72c90c88-9bda-5302-ba5a-479601fc4fec,36.1202,-86.7533
Powered72cd2a85-9ac8-58d7-b403-75eb82de3648,36.1515,-86.8021
Powered73031129-e697-5986-8c70-32fc3b85cf2a,36.1198,-86.7533
Powered732c90ca-7e15-557b-8a16-6fa4c5c5f3f4,36.1752,-86.7654
Powered7363aaba-8d60-5996-b35c-40c039b535b2,36.154,-86.7933
Powered7375231d-c24f-5c3d-bc98-7bc7924178f3,36.12,-86.7535
Powered73e3a761-b58a-5723-8785-5e8687759258,36.1201,-86.7533
Powered73e41598-6dad-59d0-917b-37146a5379b0,36.1507,-86.8128
Powered73e62fb9-f31c-5f99-afdc-6c82d63fcb27,36.1638,-86.7764
Powered741c9898-6bde-5d9f-8c78-6be10fd8c18f,36.1199,-86.7531
Powered74227a4b-1916-5287-9f61-79d205f10356,36.1686,-86.7857
Powered743768be-96db-5dac-86f3-a99dacad31b8,36.1198,-86.7535
Powered74981e8b-9d32-5e08-8e75-267b2992a68e,36.1196,-86.753
Powered74cfe27c-f994-5ca8-9790-0d0073a902f4,36.1625,-86.7793
Powered74fe6fbb-d48d-56dd-90eb-d5d761cef23a,36.1608,-86.7771
Powered750aa24d-11e8-5acd-be24-fda18b97fcd4,36.1566,-86.7881
Powered751664e2-9eef-57c9-80a6-c2d8c77ae336,36.1633,-86.7771
Powered7528dea2-190c-5811-a43f-e7f71d181399,36.1199,-86.7534
Powered752ffe0c-0c81-5fd8-8984-a5c4094b65c5,36.1519,-86.7843
Powered7550abcb-c600-51fb-ac02-59b814833a5c,36.1504,-86.7828
Powered75aad785-b3fe-59bc-81ae-e99adec0269d,36.1583,-86.7775
Powered75b32610-4f1f-5dc6-a03f-936b6220bcc6,36.1357,-86.8055
Powered75b68c4f-9691-58fe-82c5-eb07ad1ac314,36.1513,-86.7877
Powered75c4a8c5-c6e6-5a4e-a9a7-25d4bb42d5a0,36.1632,-86.776
Powered75fcd396-215e-5513-99ee-f67629663cab,36.1616,-86.7729
Powered762abf53-4908-58e0-b4a9-8b7fbf3ead5d,36.1571,-86.7805
Powered76be41f2-75be-51a4-a391-b3d5ca5a44c3,36.156,-86.7954
Powered76e0a48f-75cc-5e65-8eba-7119a906833e,36.1198,-86.7534
Powered76feb0cd-175a-5304-a0e9-adef15a97d9a,36.1624,-86.778
Powered771a510e-e7c3-53ad-9cff-5c2c0e8dab66,36.1203,-86.7533
Powered7723b97d-1fdd-5bd1-b702-1ae751c8d2dc,36.1202,-86.7527
Powered7838b682-9946-56d8-ba5d-d98b44a1c7d0,36.1933,-86.7446
Powered783e58db-f3e8-5ea5-95e5-c78b1330a97a,36.1198,-86.7534
Powered784dcc88-3521-5d93-ab12-82e6b7960b6b,36.1199,-86.7535
Powered784fcc92-bd1a-5f6a-8314-b02aa21b4bfa,36.1199,-86.7533
Powered787b68fb-baf2-57c0-a2cc-840f0076d0de,36.12,-86.7532
Powered78b8e554-df8c-5616-b55b-e8ffb3c45839,36.1202,-86.7534
Powered78c84faf-83b5-5ab6-8391-171c68a42a47,36.1201,-86.7533
Powered790ead62-fcec-5704-8daf-988f669c4fc4,36.12,-86.7531
Powered794b9629-911d-5263-a01c-425304ebdc87,36.1561,-86.7859
Powered7962132e-b111-5225-b721-0058f760ed28,36.1346,-86.8042
Powered79717d9b-6022-5fac-a235-aea442cf189a,36.1632,-86.7573
Powered79d830b1-029a-543c-a79d-bb892aa754f7,36.1389,-86.8004
Powered79f55271-e110-51bc-bd47-cdf58051dff5,36.12,-86.7534
Powered7a0a9782-2e7b-5282-9d10-cbe0750c703e,36.1202,-86.7533
Powered7a2fcce0-a6b2-58c5-8825-462b1c851f4a,36.1201,-86.7527
Powered7a6bd071-36e9-5533-b8cc-0b8a53070c9a,36.1493,-86.7979
Powered7a6c36f1-0758-5d28-a46a-e356063131e1,36.2184,-86.791
Powered7a822adf-6774-5e77-ab01-aaa88a6c40f1,36.1563,-86.7976
Powered7ad6362a-e0b2-5f59-a4b3-7b47f1a18b85,36.1194,-86.7522
Powered7ae4722c-c027-53b4-baca-37d743f21938,36.1572,-86.7748
Powered7b46c601-45e3-5ae5-88a3-298d96e35413,36.1198,-86.7533
Powered7b4c9e77-27cc-55a1-8163-49e1dc9a9140,36.1431,-86.8151
Powered7bd2ace0-22df-5a87-b7f2-e547aa6d8378,36.1547,-86.6304
Powered7bd7ae8a-7969-574e-bd6c-985be0ea8336,36.1201,-86.7533
Powered7be6003f-5931-5179-a59b-e9dca8fcc742,36.1573,-86.7841
Powered7be899ce-d458-5a29-969a-9365150a0c28,36.1678,-86.765
Powered7be93e86-f2d9-52b9-8833-cf502df59efc,36.1201,-86.7535
Powered7c1f1032-f3be-53c7-b6b6-4a588459446c,36.1395,-86.807
Powered7c1f1b93-1055-5a23-891f-7347b7897ee4,36.1496,-86.798
Powered7c41d147-36a4-57b3-8d19-9fcc45a6ac99,36.1485,-86.8135
Powered7c426280-28f4-51d5-874d-cfadd5ae37f6,36.1199,-86.7535
Powered7c7713f7-d3fc-5d06-a929-36396a1eaaf2,36.1631,-86.776
Powered7cb5d6cd-3bb4-5149-84f9-fe9df7eb0fc6,36.1631,-86.7759
Powered7cd15f30-415e-5958-9754-56721101c842,36.1497,-86.8058
Powered7ce756e0-8613-5e47-a47c-535ab141ef3c,36.1201,-86.7533
Powered7ceb8f8c-8c8f-5493-9b44-d79ce14cbc12,36.1459,-86.7995
Powered7cf347a9-35e1-5551-a490-a04e98341bdb,36.1201,-86.7532
Powered7d0b69ed-ab19-58c7-939a-0d8b0825e915,36.1625,-86.7716
Powered7d36d6da-1139-54d7-a231-7ac6cf27b06e,36.136,-86.801
Powered7d729c91-7c6a-53e2-9ac3-a90140c15e8d,36.1615,-86.7763
Powered7d780df7-ec58-56f3-99ab-a3d8c4b0a2f7,36.12,-86.7535
Powered7da0bc45-7b1f-542d-a3dc-8d5e4f8cbf4c,36.1533,-86.7858
Powered7da8d324-251f-5c25-bacf-2efd9f4edbf1,36.1198,-86.7534
Powered7da98694-c302-5000-96a0-bec6810a3716,36.1199,-86.7533
Powered7e0697d1-4cc8-5d6c-8858-40d74810c1b8,36.1202,-86.7536
Powered7e18bf8e-cd73-561d-ae8f-aa1dc3701dec,36.1199,-86.7535
Powered7e1f2c2d-36f6-54c0-8e5e-41d263d4ae04,36.1551,-86.7764
Powered7e440dfa-dfad-52f6-b4f9-8a1e6be9e85e,36.1394,-86.7219
Powered7e8262a8-3f92-5d81-89b7-c3563c9db449,36.1604,-86.7793
Powered7e99ff7b-74a1-58df-9aa8-8187f5d349de,36.1202,-86.7533
Powered7ebdc73e-4520-5f0a-97e3-a3168a843658,36.1198,-86.7534
Powered7ef0a871-50df-595b-b013-f68e7e33d1fb,36.1198,-86.7533
Powered7f120244-46b3-5268-889d-53229153c40c,36.1199,-86.7534
Powered7f30cfed-d852-5552-9f9d-b0b1bd03cb13,36.1637,-86.7976
Powered7f5a5f26-e766-5f5b-b2ff-9b241a5f94e5,36.1604,-86.7767
Powered7f9b24cc-393c-5047-b46a-7d925191fbd3,36.1203,-86.7534
Powered7fd5b94e-5d95-5771-9603-f8bf12fc0ff6,36.1422,-86.8209
Powered8002d3a9-7950-56d2-a49b-e262eacacd7d,36.1202,-86.7529
Powered8056c763-f944-5752-9c1c-44cdc08ccb30,36.154,-86.7846
Powered8067a486-4641-5b0f-85d5-9755b52d6778,36.1201,-86.7534
Powered80c50ab2-27a4-5dda-82f4-0a01dd3afcdf,36.1195,-86.753
Powered80d378d4-e895-5289-b510-39a1ca8be33b,36.1521,-86.7846
Powered80eae78f-0c7e-5a3b-8596-526af77d9e6d,36.1198,-86.7535
Powered80f01786-795c-5c46-b24e-62c7d93df667,36.1201,-86.7534
Powered8129d929-c7f8-5517-89f4-b6c0262eb409,36.1619,-86.7724
Powered8140f923-2767-52f0-add9-d46c2a2c33f3,36.1489,-86.8046
Powered81601d5b-ca4a-5f07-858d-8b0b87c9620d,36.1497,-86.7979
Powered8188abfc-82a8-5a82-8b19-b1f1518efc5a,36.12,-86.7535
Powered8199021f-5f1c-5a0d-9c55-520eaa5e0832,36.1355,-86.7865
Powered819a5e68-efdd-5937-837b-4a8298711b71,36.1936,-86.7446
Powered81ad8ca6-e3f4-5fcc-83bb-cd3a4256beda,36.1199,-86.7533
Powered82032b07-76b9-5d47-ae79-74917507871e,36.1201,-86.7533
Powered821435a7-84b0-5814-bace-2fad843b8a2b,36.1541,-86.7801
Powered82200a03-3a79-5578-b6d3-54dab2eea12f,36.1459,-86.8088
Powered8221564b-542b-5a77-966f-429a3c6aba22,36.12,-86.7534
Powered823b6236-5cf1-558d-8ffd-6c06ee522337,36.1199,-86.7533
Powered82551ed7-1537-531b-af09-0ede86db5d34,36.1199,-86.7534
Powered82a6d205-d6c2-5d2f-8f6e-fd94b32162cf,36.1552,-86.7894
Powered82d0bc11-416d-5d1d-bea9-9fc78ad23078,36.12,-86.7535
Powered82d8adad-3e2f-5588-a94a-e6fd8bff547f,36.12,-86.7534
Powered83413c4a-335c-5218-a347-bdbfebe206d7,36.12,-86.7534
Powered8353f94b-024c-5d9e-80d8-134cd5bc8d8c,36.1201,-86.7533
Powered8363cffd-f073-536d-9484-02c17faffdf1,36.1509,-86.7839
Powered8394a87d-8477-5198-8249-8a9c0495c058,36.1201,-86.7529
Powered83a23d78-aa9f-57a7-b988-f924688c18a6,36.12,-86.7536
Powered83bf2216-4f8b-5251-a610-59847d422668,36.1201,-86.7536
Powered83d6d574-19f9-5aa9-9d98-83d3e99ccb35,36.1201,-86.7531
Powered83dcf30c-537f-5fac-bc60-f4c1db7779be,36.1198,-86.7534
Powered83f2954f-edff-5582-b0d2-973bdfab5fad,36.1277,-86.789
Powered84493c25-d0eb-5c00-8e99-84a99b6758ca,36.1199,-86.7533
Powered84497482-0eac-5226-8e4f-875e377fe9a8,36.1404,-86.7883
Powered846cccc4-c7f7-54c3-a621-1bcdb8588916,36.1201,-86.7533
Powered8472461b-12b3-52b6-8f0a-c8783a21b0e0,36.1574,-86.7743
Powered8473ecc6-b23a-540c-842f-bce189ea2253,36.1199,-86.7528
Powered849e16b5-5cdd-5aca-bbe9-517ed8fd5583,36.1198,-86.7529
Powered84a783e5-1fc3-5128-a3c0-ccbcdaef9303,36.1665,-86.7768
Powered84c95b50-012b-5c05-a0e3-e7a1932b4125,36.1199,-86.753
Powered84ebbde4-cd6e-5e17-b6a6-ff31a51874fa,36.1198,-86.7534
Powered8505008e-97c9-5003-8975-2ea6b2634fa0,36.1201,-86.7531
Powered85129223-ded8-565b-aff1-edc922dff607,36.1198,-86.7533
Powered859df2c6-4813-5180-b45a-ea964ba90b8e,36.1709,-86.7893
Powered85a6a947-0b53-5bb8-8eef-e8d10415ccdb,36.1367,-86.7999
Powered85b72f09-9877-5609-a138-0a34015fb3ca,36.1572,-86.7855
Powered85cd80b1-6e2f-5793-beb2-b4db5c8c5af3,36.1778,-86.75
Powered85e7f048-f613-50bc-9b8d-3724c6ed5615,36.1509,-86.7965
Powered8671b9b3-5d88-5a29-acbc-9bb3a4978d92,36.1201,-86.7535
Powered867cc2d0-3f57-5867-b8c4-cc8abc577b31,36.1498,-86.7827
Powered8685fb8c-fe6a-5de7-9ba2-47a6d410412d,36.0453,-86.6699
Powered86c8182d-0b9d-56e5-97d6-0ffd91c3e9d0,36.1459,-86.7995
